(2025-01-08 07:09:03,665) | root| INFO | => ----------------------the user open the app-------------------------------------
(2025-01-08 07:25:25,824) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,824) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,827) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,827) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,829) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,829) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,833) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,833) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,835) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,835) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,836) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,836) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,839) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,839) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,842) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,842) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,845) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,845) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,848) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,848) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,851) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,851) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,856) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,857) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,859) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,859) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,865) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,866) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,868) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,868) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,872) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,873) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,878) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,878) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,882) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,882) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,890) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,891) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,895) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,896) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,901) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,901) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:25,918) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:25,918) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:26,162) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:26,162) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:26,164) | root| INFO | => The Selected Mode is OutsideRegion and selected widget is output_widget_2
(2025-01-08 07:25:26,192) | root| INFO | => Calculated FFT inverse Correctly and update the output widget
(2025-01-08 07:25:27,210) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,210) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,230) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,230) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,235) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,235) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,237) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,237) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,243) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,243) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,246) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,246) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,247) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,247) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,252) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,252) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,255) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,255) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,258) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,258) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,262) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,262) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,263) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,264) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,265) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,265) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,266) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,266) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,268) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,268) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,269) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,269) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,271) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,271) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,273) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,273) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,276) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,276) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,278) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,278) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,279) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,279) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,280) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,280) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,282) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,282) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,287) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,287) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,288) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,288) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,289) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,289) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,291) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,291) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,294) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,294) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,296) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,296) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,298) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,298) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,299) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,299) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,300) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,300) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,301) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,301) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,302) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,302) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,306) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,306) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,309) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,309) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,311) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,311) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,313) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,313) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,316) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,316) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,318) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,318) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,319) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,319) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,320) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,320) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,322) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,322) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,323) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,323) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,325) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,325) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,326) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,326) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,327) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,327) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,330) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,330) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,331) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,331) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,332) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,332) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,333) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,333) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,336) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,336) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,337) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,337) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,339) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,339) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,341) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,341) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,342) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,343) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,344) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,344) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,345) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,345) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,347) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,347) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,348) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,348) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,350) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,350) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,353) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,353) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,355) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,355) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,356) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,356) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,358) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,358) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,360) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,360) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,362) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,362) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,363) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,363) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,365) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,365) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,366) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,366) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,367) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,367) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,371) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,371) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,373) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,373) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,375) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,375) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,377) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,377) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,378) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,378) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,380) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,380) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,382) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,382) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,385) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,385) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,387) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,387) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,391) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,391) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,392) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,392) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,396) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,396) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,398) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,398) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,401) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,401) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,403) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,403) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,411) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,412) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,417) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,417) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,417) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,417) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,422) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,423) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,425) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,425) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,427) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,427) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,429) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,429) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,433) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,433) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,435) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,435) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,438) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,438) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,441) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,441) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,444) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,444) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,444) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,444) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,448) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,448) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,450) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,450) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,452) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,452) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,455) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,455) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,456) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,456) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,458) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,458) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,459) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,459) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,460) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,460) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,462) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,462) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,464) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,464) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,466) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,466) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,467) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,467) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,468) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,468) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,469) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,469) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,471) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,471) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,472) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,472) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,475) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,476) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,478) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,478) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,480) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,480) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,482) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,482) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,486) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,487) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,488) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,488) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,489) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,489) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,490) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,490) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,490) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,491) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,492) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,492) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,495) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,495) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,496) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,496) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,499) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,499) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,500) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,500) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,503) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,503) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,507) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,507) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,510) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,510) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,512) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,512) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,514) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,514) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,515) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,516) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,519) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,519) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,520) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,520) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,522) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,522) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,525) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,525) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,530) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,530) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,533) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,533) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,535) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,536) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,538) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,539) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,543) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,543) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,546) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,546) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,548) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,548) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,549) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,550) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,551) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,551) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,554) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,554) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,558) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,558) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,561) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,561) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,566) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,566) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,568) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,568) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,572) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,572) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,577) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,577) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,579) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,579) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,583) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,585) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,589) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,589) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,592) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,592) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,592) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,592) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,596) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,596) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,602) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,602) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,606) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,606) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,610) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,610) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,614) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,614) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,621) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,621) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,624) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,624) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,633) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,633) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,636) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,636) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,637) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,637) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,646) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,646) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,649) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,649) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,652) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,652) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,657) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,657) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,660) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,660) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,662) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,662) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,669) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,669) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,672) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,672) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,676) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,676) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,679) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:27,679) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:27,683) | root| INFO | => here in the widget number : 0
